Genus,total_genus,Source,Gene,number,total
Aeromonas,1213,Meat/Poultry,cop,6,0
Aeromonas,1213,Meat/Poultry,cue,6,0
Aeromonas,1213,Meat/Poultry,dps,6,0
Aeromonas,1213,Meat/Poultry,fie,6,0
Aeromonas,1213,Meat/Poultry,gol,6,0
Aeromonas,1213,Meat/Poultry,kla,6,0
Aeromonas,1213,Meat/Poultry,mco,6,0
Aeromonas,1213,Meat/Poultry,mer,6,2
Aeromonas,1213,Meat/Poultry,mrd,6,0
Aeromonas,1213,Meat/Poultry,mre,6,0
Aeromonas,1213,Meat/Poultry,ncc,6,0
Aeromonas,1213,Meat/Poultry,ncr,6,0
Aeromonas,1213,Meat/Poultry,nir,6,0
Aeromonas,1213,Meat/Poultry,nre,6,0
Aeromonas,1213,Meat/Poultry,pco,6,0
Aeromonas,1213,Meat/Poultry,sil,6,0
Aeromonas,1213,Meat/Poultry,tcr,6,0
Aeromonas,1213,Meat/Poultry,ter,6,0
Aeromonas,1213,Cider,acr,,
Aeromonas,1213,Cider,ars,,
Aeromonas,1213,Cider,cad,,
Aeromonas,1213,Cider,chr,,
Aeromonas,1213,Cider,cnr,,
Aeromonas,1213,Cider,cop,,
Aeromonas,1213,Cider,cue,,
Aeromonas,1213,Cider,dps,,
Aeromonas,1213,Cider,fie,,
Aeromonas,1213,Cider,gol,,
Aeromonas,1213,Cider,kla,,
Aeromonas,1213,Cider,mco,,
Aeromonas,1213,Cider,mer,,
Aeromonas,1213,Cider,mrd,,
Aeromonas,1213,Cider,mre,,
Aeromonas,1213,Cider,ncc,,
Aeromonas,1213,Cider,ncr,,
Aeromonas,1213,Cider,nir,,
Aeromonas,1213,Cider,nre,,
Aeromonas,1213,Cider,pco,,
Aeromonas,1213,Cider,sil,,
Aeromonas,1213,Cider,tcr,,
Aeromonas,1213,Cider,ter,,
Aeromonas,1213,Dairy,acr,1,0
Aeromonas,1213,Dairy,ars,1,1
Aeromonas,1213,Dairy,cad,1,0
Aeromonas,1213,Dairy,chr,1,0
Aeromonas,1213,Dairy,cnr,1,0
Aeromonas,1213,Dairy,cop,1,0
Aeromonas,1213,Dairy,cue,1,0
Aeromonas,1213,Dairy,dps,1,0
Aeromonas,1213,Dairy,fie,1,0
Aeromonas,1213,Dairy,gol,1,0
Aeromonas,1213,Dairy,kla,1,0
Aeromonas,1213,Dairy,mco,1,0
Aeromonas,1213,Dairy,mer,1,0
Aeromonas,1213,Dairy,mrd,1,0
Aeromonas,1213,Dairy,mre,1,0
Aeromonas,1213,Dairy,ncc,1,0
Aeromonas,1213,Dairy,ncr,1,0
Aeromonas,1213,Dairy,nir,1,0
Aeromonas,1213,Dairy,nre,1,0
Aeromonas,1213,Dairy,pco,1,0
Aeromonas,1213,Dairy,sil,1,0
Aeromonas,1213,Dairy,tcr,1,0
Aeromonas,1213,Dairy,ter,1,0
Aeromonas,1213,Flour,acr,,
Aeromonas,1213,Flour,ars,,
Aeromonas,1213,Flour,cad,,
Aeromonas,1213,Flour,chr,,
Aeromonas,1213,Flour,cnr,,
Aeromonas,1213,Flour,cop,,
Aeromonas,1213,Flour,cue,,
Aeromonas,1213,Flour,dps,,
Aeromonas,1213,Flour,fie,,
Aeromonas,1213,Flour,gol,,
Aeromonas,1213,Flour,kla,,
Aeromonas,1213,Flour,mco,,
Aeromonas,1213,Flour,mer,,
Aeromonas,1213,Flour,mrd,,
Aeromonas,1213,Flour,mre,,
Aeromonas,1213,Flour,ncc,,
Aeromonas,1213,Flour,ncr,,
Aeromonas,1213,Flour,nir,,
Aeromonas,1213,Flour,nre,,
Aeromonas,1213,Flour,pco,,
Aeromonas,1213,Flour,sil,,
Aeromonas,1213,Flour,tcr,,
Aeromonas,1213,Flour,ter,,
Aeromonas,1213,Fruit/Vegetables,acr,6,0
Aeromonas,1213,Fruit/Vegetables,ars,6,6
Aeromonas,1213,Fruit/Vegetables,cad,6,0
Aeromonas,1213,Fruit/Vegetables,chr,6,0
Aeromonas,1213,Fruit/Vegetables,cnr,6,0
Aeromonas,1213,Fruit/Vegetables,cop,6,0
Aeromonas,1213,Fruit/Vegetables,cue,6,0
Aeromonas,1213,Fruit/Vegetables,dps,6,0
Aeromonas,1213,Fruit/Vegetables,fie,6,0
Aeromonas,1213,Fruit/Vegetables,gol,6,0
Aeromonas,1213,Fruit/Vegetables,kla,6,0
Aeromonas,1213,Fruit/Vegetables,mco,6,0
Aeromonas,1213,Fruit/Vegetables,mer,6,1
Aeromonas,1213,Fruit/Vegetables,mrd,6,0
Aeromonas,1213,Fruit/Vegetables,mre,6,0
Aeromonas,1213,Fruit/Vegetables,ncc,6,0
Aeromonas,1213,Fruit/Vegetables,ncr,6,0
Aeromonas,1213,Fruit/Vegetables,nir,6,0
Aeromonas,1213,Fruit/Vegetables,nre,6,0
Aeromonas,1213,Fruit/Vegetables,pco,6,0
Aeromonas,1213,Fruit/Vegetables,sil,6,0
Aeromonas,1213,Fruit/Vegetables,tcr,6,0
Aeromonas,1213,Fruit/Vegetables,ter,6,0
Aeromonas,1213,Spice/Herbs,acr,,
Aeromonas,1213,Spice/Herbs,ars,,
Aeromonas,1213,Spice/Herbs,cad,,
Aeromonas,1213,Spice/Herbs,chr,,
Aeromonas,1213,Spice/Herbs,cnr,,
Aeromonas,1213,Spice/Herbs,cop,,
Aeromonas,1213,Spice/Herbs,cue,,
Aeromonas,1213,Spice/Herbs,dps,,
Aeromonas,1213,Spice/Herbs,fie,,
Aeromonas,1213,Spice/Herbs,gol,,
Aeromonas,1213,Spice/Herbs,kla,,
Aeromonas,1213,Spice/Herbs,mco,,
Aeromonas,1213,Spice/Herbs,mer,,
Aeromonas,1213,Spice/Herbs,mrd,,
Aeromonas,1213,Spice/Herbs,mre,,
Aeromonas,1213,Spice/Herbs,ncc,,
Aeromonas,1213,Spice/Herbs,ncr,,
Aeromonas,1213,Spice/Herbs,nir,,
Aeromonas,1213,Spice/Herbs,nre,,
Aeromonas,1213,Spice/Herbs,pco,,
Aeromonas,1213,Spice/Herbs,sil,,
Aeromonas,1213,Spice/Herbs,tcr,,
Aeromonas,1213,Spice/Herbs,ter,,
Aeromonas,1213,Nuts/Seeds,acr,,
Aeromonas,1213,Nuts/Seeds,ars,,
Aeromonas,1213,Nuts/Seeds,cad,,
Aeromonas,1213,Nuts/Seeds,chr,,
Aeromonas,1213,Nuts/Seeds,cnr,,
Aeromonas,1213,Nuts/Seeds,cop,,
Aeromonas,1213,Nuts/Seeds,cue,,
Aeromonas,1213,Nuts/Seeds,dps,,
Aeromonas,1213,Nuts/Seeds,fie,,
Aeromonas,1213,Nuts/Seeds,gol,,
Aeromonas,1213,Nuts/Seeds,kla,,
Aeromonas,1213,Nuts/Seeds,mco,,
Aeromonas,1213,Nuts/Seeds,mer,,
Aeromonas,1213,Nuts/Seeds,mrd,,
Aeromonas,1213,Nuts/Seeds,mre,,
Aeromonas,1213,Nuts/Seeds,ncc,,
Aeromonas,1213,Nuts/Seeds,ncr,,
Aeromonas,1213,Nuts/Seeds,nir,,
