Genus,Source,Class,number,total,Percent
Klebsiella,Meat,bleomycin,48,12468,0.384985563
Klebsiella,Reptile,bleomycin,0,38,0
Klebsiella,Cider,bleomycin,,,
Klebsiella,Dairy,bleomycin,0,198,0
Klebsiella,Slaughterhouse,bleomycin,,,
Klebsiella,Farm water,bleomycin,,,
Klebsiella,Flour,bleomycin,,,
Klebsiella,Fruit/vegetables,bleomycin,0,31,0
Klebsiella,Seeds,bleomycin,,,
Klebsiella,Spice_Herbs,bleomycin,0,8,0
Klebsiella,Insect,bleomycin,0,10,0
Klebsiella,Nuts,bleomycin,,,
Klebsiella,Plant,bleomycin,0,11,0
Klebsiella,Sewage,bleomycin,4,162,2.469135802
Klebsiella,Wastewater,bleomycin,0,118,0
Klebsiella,Water,bleomycin,3,103,2.912621359
Klebsiella,Tea,bleomycin,,,
Klebsiella,Clinical,fosfomycin,25055,25434,98.50986868
Klebsiella,Animal,fosfomycin,354,354,100
Klebsiella,Animal environment,fosfomycin,,,
Klebsiella,Animal feces,fosfomycin,20,20,100
Klebsiella,Farm,fosfomycin,228,228,100
Klebsiella,Egg,fosfomycin,2,2,100
Klebsiella,Farm sewage,fosfomycin,,,
Klebsiella,Fish/Seafood,fosfomycin,18,18,100
Klebsiella,Food,fosfomycin,147,147,100
Klebsiella,Meat,fosfomycin,12369,12468,99.20596728
Klebsiella,Reptile,fosfomycin,38,38,100
Klebsiella,Cider,fosfomycin,,,
Klebsiella,Dairy,fosfomycin,195,198,98.48484848
Klebsiella,Slaughterhouse,fosfomycin,,,
Klebsiella,Farm water,fosfomycin,,,
Klebsiella,Flour,fosfomycin,,,
Klebsiella,Fruit/vegetables,fosfomycin,30,31,96.77419355
Klebsiella,Seeds,fosfomycin,,,
Klebsiella,Spice_Herbs,fosfomycin,8,8,100
Klebsiella,Insect,fosfomycin,10,10,100
Klebsiella,Nuts,fosfomycin,,,
Klebsiella,Plant,fosfomycin,11,11,100
Klebsiella,Sewage,fosfomycin,150,162,92.59259259
Klebsiella,Wastewater,fosfomycin,96,118,81.3559322
Klebsiella,Water,fosfomycin,99,103,96.11650485
Klebsiella,Tea,fosfomycin,,,
Klebsiella,Clinical,fusidic acid,0,25434,0
Klebsiella,Animal,fusidic acid,0,354,0
Klebsiella,Animal environment,fusidic acid,,,
Klebsiella,Animal feces,fusidic acid,0,20,0
Klebsiella,Farm,fusidic acid,0,228,0
Klebsiella,Egg,fusidic acid,0,2,0
Klebsiella,Farm sewage,fusidic acid,,,
Klebsiella,Fish/Seafood,fusidic acid,0,18,0
Klebsiella,Food,fusidic acid,0,147,0
Klebsiella,Meat,fusidic acid,0,12468,0
Klebsiella,Reptile,fusidic acid,0,38,0
Klebsiella,Cider,fusidic acid,,,
Klebsiella,Dairy,fusidic acid,0,198,0
Klebsiella,Slaughterhouse,fusidic acid,,,
Klebsiella,Farm water,fusidic acid,,,
Klebsiella,Flour,fusidic acid,,,
Klebsiella,Fruit/vegetables,fusidic acid,0,31,0
Klebsiella,Seeds,fusidic acid,,,
Klebsiella,Spice_Herbs,fusidic acid,0,8,0
Klebsiella,Insect,fusidic acid,0,10,0
Klebsiella,Nuts,fusidic acid,,,
Klebsiella,Plant,fusidic acid,0,11,0
Klebsiella,Sewage,fusidic acid,0,162,0
Klebsiella,Wastewater,fusidic acid,0,118,0
Klebsiella,Water,fusidic acid,0,103,0
Klebsiella,Tea,fusidic acid,,,
Klebsiella,Clinical,glycopeptide,1,25434,0.003931745
Klebsiella,Animal,glycopeptide,0,354,0
Klebsiella,Animal environment,glycopeptide,,,
Klebsiella,Animal feces,glycopeptide,0,20,0
Klebsiella,Farm,glycopeptide,0,228,0
Klebsiella,Egg,glycopeptide,0,2,0
Klebsiella,Farm sewage,glycopeptide,,,
Klebsiella,Fish/Seafood,glycopeptide,0,18,0
Klebsiella,Food,glycopeptide,0,147,0
Klebsiella,Meat,glycopeptide,0,12468,0
Klebsiella,Reptile,glycopeptide,0,38,0
Klebsiella,Cider,glycopeptide,,,
Klebsiella,Dairy,glycopeptide,0,198,0
Klebsiella,Slaughterhouse,glycopeptide,,,
Klebsiella,Farm water,glycopeptide,,,
Klebsiella,Flour,glycopeptide,,,
Klebsiella,Fruit/vegetables,glycopeptide,0,31,0
Klebsiella,Seeds,glycopeptide,,,
Klebsiella,Spice_Herbs,glycopeptide,0,8,0
Klebsiella,Insect,glycopeptide,0,10,0
Klebsiella,Nuts,glycopeptide,,,
Klebsiella,Plant,glycopeptide,0,11,0
Klebsiella,Sewage,glycopeptide,0,162,0
Klebsiella,Wastewater,glycopeptide,0,118,0
Klebsiella,Water,glycopeptide,0,103,0
Klebsiella,Tea,glycopeptide,,,
Klebsiella,Clinical,MLS,3,25434,0.011795235
Klebsiella,Animal,MLS,0,354,0
Klebsiella,Animal environment,MLS,,,
Klebsiella,Animal feces,MLS,0,20,0
Klebsiella,Farm,MLS,0,228,0
Klebsiella,Egg,MLS,0,2,0
Klebsiella,Farm sewage,MLS,,,
Klebsiella,Fish/Seafood,MLS,0,18,0
Klebsiella,Food,MLS,0,147,0
Klebsiella,Meat,MLS,3,12468,0.024061598
Klebsiella,Reptile,MLS,0,38,0
Klebsiella,Cider,MLS,,,
Klebsiella,Dairy,MLS,0,198,0
Klebsiella,Slaughterhouse,MLS,,,
Klebsiella,Farm water,MLS,,,
Klebsiella,Flour,MLS,,,
Klebsiella,Fruit/vegetables,MLS,0,31,0
Klebsiella,Seeds,MLS,,,
Klebsiella,Spice_Herbs,MLS,0,8,0
Klebsiella,Insect,MLS,0,10,0
Klebsiella,Nuts,MLS,,,
Klebsiella,Plant,MLS,0,11,0
Klebsiella,Sewage,MLS,0,162,0
Klebsiella,Wastewater,MLS,0,118,0
Klebsiella,Water,MLS,0,103,0
Klebsiella,Tea,MLS,,,
Klebsiella,Clinical,macrolide,8751,25434,34.40669969
Klebsiella,Animal,macrolide,122,354,34.46327684
Klebsiella,Animal environment,macrolide,,,
Klebsiella,Animal feces,macrolide,8,20,40
Klebsiella,Farm,macrolide,48,228,21.05263158
Klebsiella,Egg,macrolide,0,2,0
Klebsiella,Farm sewage,macrolide,,,
Klebsiella,Fish/Seafood,macrolide,2,18,11.11111111
Klebsiella,Food,macrolide,35,147,23.80952381
Klebsiella,Meat,macrolide,3906,12468,31.32820019
Klebsiella,Reptile,macrolide,0,38,0
Klebsiella,Cider,macrolide,,,
Klebsiella,Dairy,macrolide,6,198,3.03030303
Klebsiella,Slaughterhouse,macrolide,,,
Klebsiella,Farm water,macrolide,,,
Klebsiella,Flour,macrolide,,,
Klebsiella,Fruit/vegetables,macrolide,6,31,19.35483871
Klebsiella,Seeds,macrolide,,,
Klebsiella,Spice_Herbs,macrolide,0,8,0
Klebsiella,Insect,macrolide,0,10,0
Klebsiella,Nuts,macrolide,,,
Klebsiella,Plant,macrolide,0,11,0
Klebsiella,Sewage,macrolide,28,162,17.28395062
Klebsiella,Wastewater,macrolide,44,118,37.28813559
Klebsiella,Water,macrolide,28,103,27.18446602
Klebsiella,Tea,macrolide,,,
Klebsiella,Clinical,"lincosamide,",28,25434,0.110088857
Klebsiella,Animal,"lincosamide,",4,354,1.129943503
Klebsiella,Animal environment,"lincosamide,",,,
Klebsiella,Animal feces,"lincosamide,",0,20,0
Klebsiella,Farm,"lincosamide,",0,228,0
Klebsiella,Egg,"lincosamide,",0,2,0
Klebsiella,Farm sewage,"lincosamide,",,,
Klebsiella,Fish/Seafood,"lincosamide,",0,18,0
Klebsiella,Food,"lincosamide,",0,147,0
Klebsiella,Meat,"lincosamide,",15,12468,0.120307988
Klebsiella,Reptile,"lincosamide,",0,38,0
Klebsiella,Cider,"lincosamide,",,,
Klebsiella,Dairy,"lincosamide,",0,198,0
Klebsiella,Slaughterhouse,"lincosamide,",,,
Klebsiella,Farm water,"lincosamide,",,,
Klebsiella,Flour,"lincosamide,",,,
Klebsiella,Fruit/vegetables,"lincosamide,",0,31,0
Klebsiella,Seeds,"lincosamide,",,,
Klebsiella,Spice_Herbs,"lincosamide,",0,8,0
Klebsiella,Insect,"lincosamide,",0,10,0
Klebsiella,Nuts,"lincosamide,",,,
Klebsiella,Plant,"lincosamide,",0,11,0
Klebsiella,Sewage,"lincosamide,",0,162,0
Klebsiella,Wastewater,"lincosamide,",0,118,0
Klebsiella,Water,"lincosamide,",6,103,5.825242718
Klebsiella,Tea,"lincosamide,",,,
Klebsiella,Clinical,lincosamide_streptogramin,1,25434,0.003931745
Klebsiella,Animal,lincosamide_streptogramin,0,354,0
Klebsiella,Animal environment,lincosamide_streptogramin,,,
Klebsiella,Animal feces,lincosamide_streptogramin,0,20,0
Klebsiella,Farm,lincosamide_streptogramin,0,228,0
Klebsiella,Egg,lincosamide_streptogramin,0,2,0
Klebsiella,Farm sewage,lincosamide_streptogramin,,,
Klebsiella,Fish/Seafood,lincosamide_streptogramin,0,18,0
Klebsiella,Food,lincosamide_streptogramin,0,147,0
Klebsiella,Meat,lincosamide_streptogramin,0,12468,0
Klebsiella,Reptile,lincosamide_streptogramin,0,38,0
Klebsiella,Cider,lincosamide_streptogramin,,,
Klebsiella,Dairy,lincosamide_streptogramin,0,198,0
Klebsiella,Slaughterhouse,lincosamide_streptogramin,,,
Klebsiella,Farm water,lincosamide_streptogramin,,,
Klebsiella,Flour,lincosamide_streptogramin,,,
Klebsiella,Fruit/vegetables,lincosamide_streptogramin,0,31,0
Klebsiella,Seeds,lincosamide_streptogramin,,,
Klebsiella,Spice_Herbs,lincosamide_streptogramin,0,8,0
Klebsiella,Insect,lincosamide_streptogramin,0,10,0
Klebsiella,Nuts,lincosamide_streptogramin,,,
Klebsiella,Plant,lincosamide_streptogramin,0,11,0
Klebsiella,Sewage,lincosamide_streptogramin,0,162,0
Klebsiella,Wastewater,lincosamide_streptogramin,0,118,0
Klebsiella,Water,lincosamide_streptogramin,0,103,0
Klebsiella,Tea,lincosamide_streptogramin,,,
Klebsiella,Clinical,mupirocin,0,25434,0
Klebsiella,Animal,mupirocin,0,354,0
Klebsiella,Animal environment,mupirocin,,,
Klebsiella,Animal feces,mupirocin,0,20,0
Klebsiella,Farm,mupirocin,0,228,0
Klebsiella,Egg,mupirocin,0,2,0
Klebsiella,Farm sewage,mupirocin,,,
Klebsiella,Fish/Seafood,mupirocin,0,18,0
Klebsiella,Food,mupirocin,0,147,0
Klebsiella,Meat,mupirocin,0,12468,0
Klebsiella,Reptile,mupirocin,0,38,0
Klebsiella,Cider,mupirocin,,,
Klebsiella,Dairy,mupirocin,0,198,0
Klebsiella,Slaughterhouse,mupirocin,,,
Klebsiella,Farm water,mupirocin,,,
Klebsiella,Flour,mupirocin,,,
Klebsiella,Fruit/vegetables,mupirocin,0,31,0
Klebsiella,Seeds,mupirocin,,,
Klebsiella,Spice_Herbs,mupirocin,0,8,0
Klebsiella,Insect,mupirocin,0,10,0
Klebsiella,Nuts,mupirocin,,,
Klebsiella,Plant,mupirocin,0,11,0
Klebsiella,Sewage,mupirocin,0,162,0
Klebsiella,Wastewater,mupirocin,0,118,0
Klebsiella,Water,mupirocin,0,103,0
Klebsiella,Tea,mupirocin,,,
Klebsiella,Clinical,nitroimidazole,0,25434,0
Klebsiella,Animal,nitroimidazole,0,354,0
Klebsiella,Animal environment,nitroimidazole,,,
Klebsiella,Animal feces,nitroimidazole,0,20,0
Klebsiella,Farm,nitroimidazole,0,228,0
Klebsiella,Egg,nitroimidazole,0,2,0
Klebsiella,Farm sewage,nitroimidazole,,,
Klebsiella,Fish/Seafood,nitroimidazole,0,18,0
Klebsiella,Food,nitroimidazole,0,147,0
Klebsiella,Meat,nitroimidazole,0,12468,0
Klebsiella,Reptile,nitroimidazole,0,38,0
Klebsiella,Cider,nitroimidazole,,,
Klebsiella,Dairy,nitroimidazole,0,198,0
Klebsiella,Slaughterhouse,nitroimidazole,,,
Klebsiella,Farm water,nitroimidazole,,,
Klebsiella,Flour,nitroimidazole,,,
Klebsiella,Fruit/vegetables,nitroimidazole,0,31,0
Klebsiella,Seeds,nitroimidazole,,,
Klebsiella,Spice_Herbs,nitroimidazole,0,8,0
Klebsiella,Insect,nitroimidazole,0,10,0
Klebsiella,Nuts,nitroimidazole,,,
Klebsiella,Plant,nitroimidazole,0,11,0
Klebsiella,Sewage,nitroimidazole,0,162,0
Klebsiella,Wastewater,nitroimidazole,0,118,0
Klebsiella,Water,nitroimidazole,0,103,0
Klebsiella,Tea,nitroimidazole,,,
Klebsiella,Clinical,phenicol,24598,25434,96.71306126
Klebsiella,Animal,phenicol,354,354,100
Klebsiella,Animal environment,phenicol,,,
Klebsiella,Animal feces,phenicol,20,20,100
Klebsiella,Farm,phenicol,228,228,100
Klebsiella,Egg,phenicol,2,2,100
Klebsiella,Farm sewage,phenicol,,,
Klebsiella,Fish/Seafood,phenicol,18,18,100
Klebsiella,Food,phenicol,133,147,90.47619048
Klebsiella,Meat,phenicol,12123,12468,97.23291627
Klebsiella,Reptile,phenicol,38,38,100
Klebsiella,Cider,phenicol,,,
Klebsiella,Dairy,phenicol,198,198,100
Klebsiella,Slaughterhouse,phenicol,,,
Klebsiella,Farm water,phenicol,,,
Klebsiella,Flour,phenicol,,,
Klebsiella,Fruit/vegetables,phenicol,31,31,100
Klebsiella,Seeds,phenicol,,,
Klebsiella,Spice_Herbs,phenicol,8,8,100
Klebsiella,Insect,phenicol,10,10,100
Klebsiella,Nuts,phenicol,,,
Klebsiella,Plant,phenicol,11,11,100
Klebsiella,Sewage,phenicol,156,162,96.2962963
Klebsiella,Wastewater,phenicol,114,118,96.61016949
Klebsiella,Water,phenicol,99,103,96.11650485
Klebsiella,Tea,phenicol,,,
Klebsiella,Clinical,pluromutilin,0,25434,0
Klebsiella,Animal,pluromutilin,0,354,0
Klebsiella,Animal environment,pluromutilin,,,
Klebsiella,Animal feces,pluromutilin,0,20,0
Klebsiella,Farm,pluromutilin,0,228,0
Klebsiella,Egg,pluromutilin,0,2,0
Klebsiella,Farm sewage,pluromutilin,,,
Klebsiella,Fish/Seafood,pluromutilin,0,18,0
Klebsiella,Food,pluromutilin,0,147,0
Klebsiella,Meat,pluromutilin,0,12468,0
Klebsiella,Reptile,pluromutilin,0,38,0
Klebsiella,Cider,pluromutilin,,,
Klebsiella,Dairy,pluromutilin,0,198,0
Klebsiella,Slaughterhouse,pluromutilin,,,
Klebsiella,Farm water,pluromutilin,,,
Klebsiella,Flour,pluromutilin,,,
Klebsiella,Fruit/vegetables,pluromutilin,0,31,0
Klebsiella,Seeds,pluromutilin,,,
Klebsiella,Spice_Herbs,pluromutilin,0,8,0
Klebsiella,Insect,pluromutilin,0,10,0
Klebsiella,Nuts,pluromutilin,,,
Klebsiella,Plant,pluromutilin,0,11,0
Klebsiella,Sewage,pluromutilin,0,162,0
Klebsiella,Wastewater,pluromutilin,0,118,0
Klebsiella,Water,pluromutilin,0,103,0
Klebsiella,Tea,pluromutilin,,,
Klebsiella,Clinical,polymyxin,309,25434,1.214909177
Klebsiella,Animal,polymyxin,0,354,0
Klebsiella,Animal environment,polymyxin,,,
Klebsiella,Animal feces,polymyxin,8,20,40
Klebsiella,Farm,polymyxin,0,228,0
Klebsiella,Egg,polymyxin,0,2,0
Klebsiella,Farm sewage,polymyxin,,,
Klebsiella,Fish/Seafood,polymyxin,0,18,0
Klebsiella,Food,polymyxin,49,147,33.33333333
Klebsiella,Meat,polymyxin,87,12468,0.697786333
Klebsiella,Reptile,polymyxin,0,38,0
Klebsiella,Cider,polymyxin,,,
Klebsiella,Dairy,polymyxin,0,198,0
Klebsiella,Slaughterhouse,polymyxin,,,
Klebsiella,Farm water,polymyxin,,,
Klebsiella,Flour,polymyxin,,,
Klebsiella,Fruit/vegetables,polymyxin,0,31,0
Klebsiella,Seeds,polymyxin,,,
Klebsiella,Spice_Herbs,polymyxin,0,8,0
Klebsiella,Insect,polymyxin,0,10,0
Klebsiella,Nuts,polymyxin,,,
Klebsiella,Plant,polymyxin,0,11,0
Klebsiella,Sewage,polymyxin,6,162,3.703703704
Klebsiella,Wastewater,polymyxin,2,118,1.694915254
Klebsiella,Water,polymyxin,2,103,1.941747573
Klebsiella,Tea,polymyxin,,,
Klebsiella,Clinical,quinolone,25196,25434,99.06424471
Klebsiella,Animal,quinolone,354,354,100
Klebsiella,Animal environment,quinolone,,,
Klebsiella,Animal feces,quinolone,20,20,100
Klebsiella,Farm,quinolone,228,228,100
Klebsiella,Egg,quinolone,2,2,100
Klebsiella,Farm sewage,quinolone,,,
Klebsiella,Fish/Seafood,quinolone,18,18,100
Klebsiella,Food,quinolone,133,147,90.47619048
Klebsiella,Meat,quinolone,12360,12468,99.13378248
Klebsiella,Reptile,quinolone,38,38,100
Klebsiella,Cider,quinolone,,,
Klebsiella,Dairy,quinolone,198,198,100
Klebsiella,Slaughterhouse,quinolone,,,
Klebsiella,Farm water,quinolone,,,
Klebsiella,Flour,quinolone,,,
Klebsiella,Fruit/vegetables,quinolone,31,31,100
Klebsiella,Seeds,quinolone,,,
Klebsiella,Spice_Herbs,quinolone,8,8,100
Klebsiella,Insect,quinolone,10,10,100
Klebsiella,Nuts,quinolone,,,
Klebsiella,Plant,quinolone,11,11,100
Klebsiella,Sewage,quinolone,156,162,96.2962963
Klebsiella,Wastewater,quinolone,116,118,98.30508475
Klebsiella,Water,quinolone,99,103,96.11650485
Klebsiella,Tea,quinolone,,,
Klebsiella,Clinical,rifamycin,2865,25434,11.26444916
Klebsiella,Animal,rifamycin,68,354,19.20903955
Klebsiella,Animal environment,rifamycin,,,
Klebsiella,Animal feces,rifamycin,8,20,40
Klebsiella,Farm,rifamycin,24,228,10.52631579
Klebsiella,Egg,rifamycin,0,2,0
Klebsiella,Farm sewage,rifamycin,,,
Klebsiella,Fish/Seafood,rifamycin,0,18,0
Klebsiella,Food,rifamycin,7,147,4.761904762
Klebsiella,Meat,rifamycin,1374,12468,11.02021174
Klebsiella,Reptile,rifamycin,0,38,0
Klebsiella,Cider,rifamycin,,,
Klebsiella,Dairy,rifamycin,3,198,1.515151515
Klebsiella,Slaughterhouse,rifamycin,,,
Klebsiella,Farm water,rifamycin,,,
Klebsiella,Flour,rifamycin,,,
Klebsiella,Fruit/vegetables,rifamycin,4,31,12.90322581
Klebsiella,Seeds,rifamycin,,,
Klebsiella,Spice_Herbs,rifamycin,0,8,0
Klebsiella,Insect,rifamycin,0,10,0
Klebsiella,Nuts,rifamycin,,,
Klebsiella,Plant,rifamycin,0,11,0
Klebsiella,Sewage,rifamycin,12,162,7.407407407
Klebsiella,Wastewater,rifamycin,8,118,6.779661017
Klebsiella,Water,rifamycin,21,103,20.38834951
Klebsiella,Tea,rifamycin,,,
Klebsiella,Clinical,streptogramin,1,25434,0.003931745
Klebsiella,Animal,streptogramin,0,354,0
Klebsiella,Animal environment,streptogramin,,,
Klebsiella,Animal feces,streptogramin,0,20,0
Klebsiella,Farm,streptogramin,0,228,0
Klebsiella,Egg,streptogramin,0,2,0
Klebsiella,Farm sewage,streptogramin,,,
Klebsiella,Fish/Seafood,streptogramin,0,18,0
Klebsiella,Food,streptogramin,0,147,0
Klebsiella,Meat,streptogramin,0,12468,0
Klebsiella,Reptile,streptogramin,0,38,0
Klebsiella,Cider,streptogramin,,,
Klebsiella,Dairy,streptogramin,0,198,0
Klebsiella,Slaughterhouse,streptogramin,,,
Klebsiella,Farm water,streptogramin,,,
Klebsiella,Flour,streptogramin,,,
Klebsiella,Fruit/vegetables,streptogramin,0,31,0
Klebsiella,Seeds,streptogramin,,,
Klebsiella,Spice_Herbs,streptogramin,0,8,0
Klebsiella,Insect,streptogramin,0,10,0
Klebsiella,Nuts,streptogramin,,,
Klebsiella,Plant,streptogramin,0,11,0
Klebsiella,Sewage,streptogramin,0,162,0
Klebsiella,Wastewater,streptogramin,0,118,0
Klebsiella,Water,streptogramin,0,103,0
Klebsiella,Tea,streptogramin,,,
Klebsiella,Clinical,streptothricin,5,25434,0.019658725
Klebsiella,Animal,streptothricin,0,354,0
Klebsiella,Animal environment,streptothricin,,,
Klebsiella,Animal feces,streptothricin,0,20,0
Klebsiella,Farm,streptothricin,0,228,0
Klebsiella,Egg,streptothricin,0,2,0
Klebsiella,Farm sewage,streptothricin,,,
Klebsiella,Fish/Seafood,streptothricin,0,18,0
Klebsiella,Food,streptothricin,0,147,0
Klebsiella,Meat,streptothricin,0,12468,0
Klebsiella,Reptile,streptothricin,0,38,0
Klebsiella,Cider,streptothricin,,,
Klebsiella,Dairy,streptothricin,0,198,0
Klebsiella,Slaughterhouse,streptothricin,,,
Klebsiella,Farm water,streptothricin,,,
Klebsiella,Flour,streptothricin,,,
Klebsiella,Fruit/vegetables,streptothricin,0,31,0
Klebsiella,Seeds,streptothricin,,,
Klebsiella,Spice_Herbs,streptothricin,0,8,0
Klebsiella,Insect,streptothricin,0,10,0
Klebsiella,Nuts,streptothricin,,,
Klebsiella,Plant,streptothricin,0,11,0
Klebsiella,Sewage,streptothricin,0,162,0
Klebsiella,Wastewater,streptothricin,0,118,0
Klebsiella,Water,streptothricin,0,103,0
Klebsiella,Tea,streptothricin,,,
Klebsiella,Clinical,sulphonamide,17669,25434,69.47000079
Klebsiella,Animal,sulphonamide,216,354,61.01694915
Klebsiella,Animal environment,sulphonamide,,,
Klebsiella,Animal feces,sulphonamide,12,20,60
Klebsiella,Farm,sulphonamide,162,228,71.05263158
Klebsiella,Egg,sulphonamide,2,2,100
Klebsiella,Farm sewage,sulphonamide,,,
Klebsiella,Fish/Seafood,sulphonamide,6,18,33.33333333
Klebsiella,Food,sulphonamide,84,147,57.14285714
Klebsiella,Meat,sulphonamide,8370,12468,67.13185756
Klebsiella,Reptile,sulphonamide,0,38,0
Klebsiella,Cider,sulphonamide,,,
Klebsiella,Dairy,sulphonamide,3,198,1.515151515
Klebsiella,Slaughterhouse,sulphonamide,,,
Klebsiella,Farm water,sulphonamide,,,
Klebsiella,Flour,sulphonamide,,,
Klebsiella,Fruit/vegetables,sulphonamide,18,31,58.06451613
Klebsiella,Seeds,sulphonamide,,,
Klebsiella,Spice_Herbs,sulphonamide,2,8,25
Klebsiella,Insect,sulphonamide,0,10,0
Klebsiella,Nuts,sulphonamide,,,
Klebsiella,Plant,sulphonamide,0,11,0
Klebsiella,Sewage,sulphonamide,90,162,55.55555556
Klebsiella,Wastewater,sulphonamide,64,118,54.23728814
Klebsiella,Water,sulphonamide,61,103,59.22330097
Klebsiella,Tea,sulphonamide,,,
Klebsiella,Clinical,tetracenomycin,0,25434,0
Klebsiella,Animal,tetracenomycin,0,354,0
Klebsiella,Animal environment,tetracenomycin,,,
Klebsiella,Animal feces,tetracenomycin,0,20,0
Klebsiella,Farm,tetracenomycin,0,228,0
Klebsiella,Egg,tetracenomycin,0,2,0
Klebsiella,Farm sewage,tetracenomycin,,,
Klebsiella,Fish/Seafood,tetracenomycin,0,18,0
Klebsiella,Food,tetracenomycin,0,147,0
Klebsiella,Meat,tetracenomycin,0,12468,0
Klebsiella,Reptile,tetracenomycin,0,38,0
Klebsiella,Cider,tetracenomycin,,,
Klebsiella,Dairy,tetracenomycin,0,198,0
Klebsiella,Slaughterhouse,tetracenomycin,,,
